Data type,Cancer group/site,Year,Sex,Age group (years),Count,ICD10 codes
Actual,Non-melanoma skin cancer (all types),1976,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,35–39,2,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,40–44,4,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,45–49,6,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,50–54,10,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,55–59,10,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,60–64,10,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,65–69,13,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,70–74,15,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,75–79,20,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,80–84,27,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,85–89,24,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,90+,10,C44
Actual,Non-melanoma skin cancer (all types),1976,Persons,All ages combined,153,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,15–19,1,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,30–34,4,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,35–39,2,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,40–44,6,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,45–49,3,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,50–54,12,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,55–59,24,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,60–64,30,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,65–69,30,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,70–74,17,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,75–79,25,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,80–84,21,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,85–89,24,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,90+,18,C44
Actual,Non-melanoma skin cancer (all types),1977,Persons,All ages combined,218,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,35–39,4,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,40–44,5,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,45–49,9,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,55–59,9,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,60–64,17,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,65–69,34,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,70–74,28,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,75–79,31,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,80–84,22,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,85–89,15,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,90+,17,C44
Actual,Non-melanoma skin cancer (all types),1978,Persons,All ages combined,202,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,40–44,4,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,45–49,5,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,50–54,13,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,55–59,17,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,60–64,11,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,65–69,25,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,70–74,20,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,75–79,21,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,80–84,23,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,85–89,17,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,90+,23,C44
Actual,Non-melanoma skin cancer (all types),1979,Persons,All ages combined,181,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,35–39,0,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,40–44,5,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,45–49,5,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,50–54,6,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,55–59,13,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,60–64,16,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,65–69,28,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,70–74,22,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,75–79,24,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,80–84,21,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,85–89,13,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,90+,12,C44
Actual,Non-melanoma skin cancer (all types),1980,Persons,All ages combined,166,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,40–44,3,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,45–49,12,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,50–54,8,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,55–59,16,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,60–64,17,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,65–69,25,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,70–74,29,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,75–79,18,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,80–84,24,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,85–89,24,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,90+,15,C44
Actual,Non-melanoma skin cancer (all types),1981,Persons,All ages combined,192,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,35–39,2,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,45–49,3,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,50–54,10,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,55–59,10,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,60–64,21,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,65–69,29,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,70–74,31,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,75–79,25,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,80–84,22,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,85–89,13,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,90+,19,C44
Actual,Non-melanoma skin cancer (all types),1982,Persons,All ages combined,189,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,35–39,1,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,40–44,4,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,45–49,3,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,55–59,17,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,60–64,18,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,65–69,27,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,70–74,34,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,75–79,23,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,80–84,28,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,85–89,21,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,90+,27,C44
Actual,Non-melanoma skin cancer (all types),1983,Persons,All ages combined,213,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,35–39,3,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,45–49,6,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,55–59,14,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,60–64,26,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,65–69,19,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,70–74,38,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,75–79,24,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,80–84,37,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,85–89,23,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,90+,26,C44
Actual,Non-melanoma skin cancer (all types),1984,Persons,All ages combined,228,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,25–29,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,30–34,0,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,35–39,6,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,45–49,2,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,55–59,9,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,60–64,15,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,65–69,23,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,70–74,25,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,75–79,19,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,80–84,33,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,85–89,20,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,90+,22,C44
Actual,Non-melanoma skin cancer (all types),1985,Persons,All ages combined,184,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,30–34,1,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,35–39,4,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,40–44,1,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,45–49,3,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,55–59,10,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,60–64,21,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,65–69,25,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,70–74,31,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,75–79,28,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,80–84,32,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,85–89,22,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,90+,17,C44
Actual,Non-melanoma skin cancer (all types),1986,Persons,All ages combined,206,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,25–29,3,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,30–34,7,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,35–39,4,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,40–44,5,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,45–49,5,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,55–59,13,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,60–64,12,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,65–69,26,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,70–74,34,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,75–79,35,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,80–84,22,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,85–89,24,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,90+,21,C44
Actual,Non-melanoma skin cancer (all types),1987,Persons,All ages combined,220,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,25–29,2,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,30–34,2,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,35–39,3,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,40–44,11,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,45–49,6,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,50–54,4,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,55–59,12,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,60–64,16,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,65–69,22,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,70–74,35,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,75–79,28,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,80–84,29,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,85–89,21,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,90+,19,C44
Actual,Non-melanoma skin cancer (all types),1988,Persons,All ages combined,210,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,25–29,4,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,30–34,9,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,35–39,14,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,40–44,11,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,45–49,6,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,50–54,8,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,55–59,13,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,60–64,23,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,65–69,30,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,70–74,37,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,75–79,36,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,80–84,43,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,85–89,27,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,90+,23,C44
Actual,Non-melanoma skin cancer (all types),1989,Persons,All ages combined,285,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,25–29,6,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,30–34,10,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,35–39,3,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,40–44,13,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,45–49,6,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,50–54,7,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,55–59,11,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,60–64,17,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,65–69,33,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,70–74,30,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,75–79,46,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,80–84,27,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,85–89,34,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,90+,21,C44
Actual,Non-melanoma skin cancer (all types),1990,Persons,All ages combined,264,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,20–24,0,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,25–29,10,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,30–34,8,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,35–39,10,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,40–44,6,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,45–49,9,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,50–54,8,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,55–59,14,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,60–64,22,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,65–69,19,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,70–74,28,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,75–79,41,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,80–84,46,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,85–89,34,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,90+,11,C44
Actual,Non-melanoma skin cancer (all types),1991,Persons,All ages combined,266,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,20–24,3,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,25–29,8,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,30–34,8,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,35–39,10,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,40–44,9,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,45–49,8,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,50–54,12,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,55–59,18,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,60–64,22,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,65–69,45,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,70–74,56,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,75–79,49,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,80–84,50,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,85–89,43,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,90+,32,C44
Actual,Non-melanoma skin cancer (all types),1992,Persons,All ages combined,373,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,20–24,2,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,25–29,6,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,30–34,7,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,35–39,13,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,40–44,7,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,45–49,10,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,50–54,4,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,55–59,20,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,60–64,33,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,65–69,34,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,70–74,51,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,75–79,49,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,80–84,60,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,85–89,40,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,90+,38,C44
Actual,Non-melanoma skin cancer (all types),1993,Persons,All ages combined,374,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,15–19,0,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,30–34,7,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,35–39,13,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,40–44,6,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,45–49,11,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,50–54,9,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,55–59,16,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,60–64,30,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,65–69,36,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,70–74,58,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,75–79,44,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,80–84,61,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,85–89,38,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,90+,27,C44
Actual,Non-melanoma skin cancer (all types),1994,Persons,All ages combined,358,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,00–04,0,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,05–09,0,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,10–14,0,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,15–19,1,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,20–24,1,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,25–29,1,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,30–34,7,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,35–39,6,C44
Actual,Non-melanoma skin cancer (all types),1995,Persons,40–44,2,C44
