Data type,Cancer group/site,Year,Sex,Age group (years),Count,ICD10 codes
Actual,Melanoma of the skin,2021,Males,60–64,62,C43
Actual,Melanoma of the skin,2021,Males,65–69,96,C43
Actual,Melanoma of the skin,2021,Males,70–74,136,C43
Actual,Melanoma of the skin,2021,Males,75–79,159,C43
Actual,Melanoma of the skin,2021,Males,80–84,156,C43
Actual,Melanoma of the skin,2021,Males,85–89,122,C43
Actual,Melanoma of the skin,2021,Males,90+,102,C43
Actual,Melanoma of the skin,2021,Males,All ages combined,958,C43
Projections,Melanoma of the skin,2022,Males,00–04,0,C43
Projections,Melanoma of the skin,2022,Males,05–09,0,C43
Projections,Melanoma of the skin,2022,Males,10–14,0,C43
Projections,Melanoma of the skin,2022,Males,15–19,0,C43
Projections,Melanoma of the skin,2022,Males,20–24,1,C43
Projections,Melanoma of the skin,2022,Males,25–29,0,C43
Projections,Melanoma of the skin,2022,Males,30–34,4,C43
Projections,Melanoma of the skin,2022,Males,35–39,6,C43
Projections,Melanoma of the skin,2022,Males,40–44,10,C43
Projections,Melanoma of the skin,2022,Males,45–49,18,C43
Projections,Melanoma of the skin,2022,Males,50–54,25,C43
Projections,Melanoma of the skin,2022,Males,55–59,38,C43
Projections,Melanoma of the skin,2022,Males,60–64,55,C43
Projections,Melanoma of the skin,2022,Males,65–69,91,C43
Projections,Melanoma of the skin,2022,Males,70–74,108,C43
Projections,Melanoma of the skin,2022,Males,75–79,150,C43
Projections,Melanoma of the skin,2022,Males,80–84,136,C43
Projections,Melanoma of the skin,2022,Males,85–89,126,C43
Projections,Melanoma of the skin,2022,Males,90+,111,C43
Projections,Melanoma of the skin,2022,Males,All ages combined,879,C43
Projections,Melanoma of the skin,2023,Males,00–04,0,C43
Projections,Melanoma of the skin,2023,Males,05–09,0,C43
Projections,Melanoma of the skin,2023,Males,10–14,0,C43
Projections,Melanoma of the skin,2023,Males,15–19,0,C43
Projections,Melanoma of the skin,2023,Males,20–24,1,C43
Projections,Melanoma of the skin,2023,Males,25–29,0,C43
Projections,Melanoma of the skin,2023,Males,30–34,3,C43
Projections,Melanoma of the skin,2023,Males,35–39,5,C43
Projections,Melanoma of the skin,2023,Males,40–44,9,C43
Projections,Melanoma of the skin,2023,Males,45–49,16,C43
Projections,Melanoma of the skin,2023,Males,50–54,22,C43
Projections,Melanoma of the skin,2023,Males,55–59,33,C43
Projections,Melanoma of the skin,2023,Males,60–64,48,C43
Projections,Melanoma of the skin,2023,Males,65–69,87,C43
Projections,Melanoma of the skin,2023,Males,70–74,100,C43
Projections,Melanoma of the skin,2023,Males,75–79,153,C43
Projections,Melanoma of the skin,2023,Males,80–84,132,C43
Projections,Melanoma of the skin,2023,Males,85–89,129,C43
Projections,Melanoma of the skin,2023,Males,90+,115,C43
Projections,Melanoma of the skin,2023,Males,All ages combined,853,C43
Actual,Melanoma of the skin,1971,Females,00–04,0,C43
Actual,Melanoma of the skin,1971,Females,05–09,0,C43
Actual,Melanoma of the skin,1971,Females,10–14,0,C43
Actual,Melanoma of the skin,1971,Females,15–19,1,C43
Actual,Melanoma of the skin,1971,Females,20–24,4,C43
Actual,Melanoma of the skin,1971,Females,25–29,7,C43
Actual,Melanoma of the skin,1971,Females,30–34,6,C43
Actual,Melanoma of the skin,1971,Females,35–39,9,C43
Actual,Melanoma of the skin,1971,Females,40–44,12,C43
Actual,Melanoma of the skin,1971,Females,45–49,16,C43
Actual,Melanoma of the skin,1971,Females,50–54,21,C43
Actual,Melanoma of the skin,1971,Females,55–59,13,C43
Actual,Melanoma of the skin,1971,Females,60–64,16,C43
Actual,Melanoma of the skin,1971,Females,65–69,11,C43
Actual,Melanoma of the skin,1971,Females,70–74,9,C43
Actual,Melanoma of the skin,1971,Females,75–79,9,C43
Actual,Melanoma of the skin,1971,Females,80–84,10,C43
Actual,Melanoma of the skin,1971,Females,85–89,5,C43
Actual,Melanoma of the skin,1971,Females,90+,3,C43
Actual,Melanoma of the skin,1971,Females,All ages combined,152,C43
Actual,Melanoma of the skin,1972,Females,00–04,0,C43
Actual,Melanoma of the skin,1972,Females,05–09,0,C43
Actual,Melanoma of the skin,1972,Females,10–14,0,C43
Actual,Melanoma of the skin,1972,Females,15–19,0,C43
Actual,Melanoma of the skin,1972,Females,20–24,7,C43
Actual,Melanoma of the skin,1972,Females,25–29,6,C43
Actual,Melanoma of the skin,1972,Females,30–34,12,C43
Actual,Melanoma of the skin,1972,Females,35–39,10,C43
Actual,Melanoma of the skin,1972,Females,40–44,11,C43
Actual,Melanoma of the skin,1972,Females,45–49,18,C43
Actual,Melanoma of the skin,1972,Females,50–54,21,C43
Actual,Melanoma of the skin,1972,Females,55–59,17,C43
Actual,Melanoma of the skin,1972,Females,60–64,14,C43
Actual,Melanoma of the skin,1972,Females,65–69,19,C43
Actual,Melanoma of the skin,1972,Females,70–74,11,C43
Actual,Melanoma of the skin,1972,Females,75–79,4,C43
Actual,Melanoma of the skin,1972,Females,80–84,8,C43
Actual,Melanoma of the skin,1972,Females,85–89,2,C43
Actual,Melanoma of the skin,1972,Females,90+,3,C43
Actual,Melanoma of the skin,1972,Females,All ages combined,163,C43
Actual,Melanoma of the skin,1973,Females,00–04,0,C43
Actual,Melanoma of the skin,1973,Females,05–09,0,C43
Actual,Melanoma of the skin,1973,Females,10–14,0,C43
Actual,Melanoma of the skin,1973,Females,15–19,4,C43
Actual,Melanoma of the skin,1973,Females,20–24,3,C43
Actual,Melanoma of the skin,1973,Females,25–29,4,C43
Actual,Melanoma of the skin,1973,Females,30–34,8,C43
Actual,Melanoma of the skin,1973,Females,35–39,5,C43
Actual,Melanoma of the skin,1973,Females,40–44,12,C43
Actual,Melanoma of the skin,1973,Females,45–49,19,C43
Actual,Melanoma of the skin,1973,Females,50–54,22,C43
Actual,Melanoma of the skin,1973,Females,55–59,10,C43
Actual,Melanoma of the skin,1973,Females,60–64,19,C43
Actual,Melanoma of the skin,1973,Females,65–69,18,C43
Actual,Melanoma of the skin,1973,Females,70–74,14,C43
Actual,Melanoma of the skin,1973,Females,75–79,9,C43
Actual,Melanoma of the skin,1973,Females,80–84,6,C43
Actual,Melanoma of the skin,1973,Females,85–89,2,C43
Actual,Melanoma of the skin,1973,Females,90+,0,C43
Actual,Melanoma of the skin,1973,Females,All ages combined,155,C43
Actual,Melanoma of the skin,1974,Females,00–04,0,C43
Actual,Melanoma of the skin,1974,Females,05–09,0,C43
Actual,Melanoma of the skin,1974,Females,10–14,0,C43
Actual,Melanoma of the skin,1974,Females,15–19,0,C43
Actual,Melanoma of the skin,1974,Females,20–24,1,C43
Actual,Melanoma of the skin,1974,Females,25–29,6,C43
Actual,Melanoma of the skin,1974,Females,30–34,4,C43
Actual,Melanoma of the skin,1974,Females,35–39,9,C43
Actual,Melanoma of the skin,1974,Females,40–44,13,C43
Actual,Melanoma of the skin,1974,Females,45–49,17,C43
Actual,Melanoma of the skin,1974,Females,50–54,17,C43
Actual,Melanoma of the skin,1974,Females,55–59,19,C43
Actual,Melanoma of the skin,1974,Females,60–64,13,C43
Actual,Melanoma of the skin,1974,Females,65–69,23,C43
Actual,Melanoma of the skin,1974,Females,70–74,16,C43
Actual,Melanoma of the skin,1974,Females,75–79,9,C43
Actual,Melanoma of the skin,1974,Females,80–84,9,C43
Actual,Melanoma of the skin,1974,Females,85–89,1,C43
Actual,Melanoma of the skin,1974,Females,90+,0,C43
Actual,Melanoma of the skin,1974,Females,All ages combined,157,C43
Actual,Melanoma of the skin,1975,Females,00–04,0,C43
Actual,Melanoma of the skin,1975,Females,05–09,0,C43
Actual,Melanoma of the skin,1975,Females,10–14,1,C43
Actual,Melanoma of the skin,1975,Females,15–19,1,C43
Actual,Melanoma of the skin,1975,Females,20–24,5,C43
Actual,Melanoma of the skin,1975,Females,25–29,8,C43
Actual,Melanoma of the skin,1975,Females,30–34,7,C43
Actual,Melanoma of the skin,1975,Females,35–39,12,C43
Actual,Melanoma of the skin,1975,Females,40–44,8,C43
Actual,Melanoma of the skin,1975,Females,45–49,8,C43
Actual,Melanoma of the skin,1975,Females,50–54,19,C43
Actual,Melanoma of the skin,1975,Females,55–59,19,C43
Actual,Melanoma of the skin,1975,Females,60–64,24,C43
Actual,Melanoma of the skin,1975,Females,65–69,16,C43
Actual,Melanoma of the skin,1975,Females,70–74,10,C43
Actual,Melanoma of the skin,1975,Females,75–79,15,C43
Actual,Melanoma of the skin,1975,Females,80–84,13,C43
Actual,Melanoma of the skin,1975,Females,85–89,5,C43
Actual,Melanoma of the skin,1975,Females,90+,3,C43
Actual,Melanoma of the skin,1975,Females,All ages combined,174,C43
Actual,Melanoma of the skin,1976,Females,00–04,0,C43
Actual,Melanoma of the skin,1976,Females,05–09,0,C43
Actual,Melanoma of the skin,1976,Females,10–14,0,C43
Actual,Melanoma of the skin,1976,Females,15–19,2,C43
Actual,Melanoma of the skin,1976,Females,20–24,5,C43
Actual,Melanoma of the skin,1976,Females,25–29,9,C43
Actual,Melanoma of the skin,1976,Females,30–34,10,C43
Actual,Melanoma of the skin,1976,Females,35–39,12,C43
Actual,Melanoma of the skin,1976,Females,40–44,8,C43
Actual,Melanoma of the skin,1976,Females,45–49,14,C43
Actual,Melanoma of the skin,1976,Females,50–54,13,C43
Actual,Melanoma of the skin,1976,Females,55–59,16,C43
Actual,Melanoma of the skin,1976,Females,60–64,21,C43
Actual,Melanoma of the skin,1976,Females,65–69,20,C43
Actual,Melanoma of the skin,1976,Females,70–74,13,C43
Actual,Melanoma of the skin,1976,Females,75–79,8,C43
Actual,Melanoma of the skin,1976,Females,80–84,13,C43
Actual,Melanoma of the skin,1976,Females,85–89,7,C43
Actual,Melanoma of the skin,1976,Females,90+,6,C43
Actual,Melanoma of the skin,1976,Females,All ages combined,177,C43
Actual,Melanoma of the skin,1977,Females,00–04,0,C43
Actual,Melanoma of the skin,1977,Females,05–09,0,C43
Actual,Melanoma of the skin,1977,Females,10–14,0,C43
Actual,Melanoma of the skin,1977,Females,15–19,2,C43
Actual,Melanoma of the skin,1977,Females,20–24,3,C43
Actual,Melanoma of the skin,1977,Females,25–29,5,C43
Actual,Melanoma of the skin,1977,Females,30–34,10,C43
Actual,Melanoma of the skin,1977,Females,35–39,10,C43
Actual,Melanoma of the skin,1977,Females,40–44,10,C43
Actual,Melanoma of the skin,1977,Females,45–49,17,C43
Actual,Melanoma of the skin,1977,Females,50–54,19,C43
Actual,Melanoma of the skin,1977,Females,55–59,26,C43
Actual,Melanoma of the skin,1977,Females,60–64,19,C43
Actual,Melanoma of the skin,1977,Females,65–69,23,C43
Actual,Melanoma of the skin,1977,Females,70–74,19,C43
Actual,Melanoma of the skin,1977,Females,75–79,18,C43
Actual,Melanoma of the skin,1977,Females,80–84,15,C43
Actual,Melanoma of the skin,1977,Females,85–89,1,C43
Actual,Melanoma of the skin,1977,Females,90+,2,C43
Actual,Melanoma of the skin,1977,Females,All ages combined,199,C43
Actual,Melanoma of the skin,1978,Females,00–04,0,C43
Actual,Melanoma of the skin,1978,Females,05–09,0,C43
Actual,Melanoma of the skin,1978,Females,10–14,0,C43
Actual,Melanoma of the skin,1978,Females,15–19,0,C43
Actual,Melanoma of the skin,1978,Females,20–24,4,C43
Actual,Melanoma of the skin,1978,Females,25–29,6,C43
Actual,Melanoma of the skin,1978,Females,30–34,14,C43
Actual,Melanoma of the skin,1978,Females,35–39,10,C43
Actual,Melanoma of the skin,1978,Females,40–44,9,C43
Actual,Melanoma of the skin,1978,Females,45–49,18,C43
Actual,Melanoma of the skin,1978,Females,50–54,18,C43
Actual,Melanoma of the skin,1978,Females,55–59,16,C43
Actual,Melanoma of the skin,1978,Females,60–64,26,C43
Actual,Melanoma of the skin,1978,Females,65–69,25,C43
Actual,Melanoma of the skin,1978,Females,70–74,16,C43
Actual,Melanoma of the skin,1978,Females,75–79,14,C43
Actual,Melanoma of the skin,1978,Females,80–84,11,C43
Actual,Melanoma of the skin,1978,Females,85–89,4,C43
Actual,Melanoma of the skin,1978,Females,90+,2,C43
Actual,Melanoma of the skin,1978,Females,All ages combined,193,C43
Actual,Melanoma of the skin,1979,Females,00–04,0,C43
Actual,Melanoma of the skin,1979,Females,05–09,0,C43
Actual,Melanoma of the skin,1979,Females,10–14,0,C43
Actual,Melanoma of the skin,1979,Females,15–19,1,C43
Actual,Melanoma of the skin,1979,Females,20–24,3,C43
Actual,Melanoma of the skin,1979,Females,25–29,3,C43
Actual,Melanoma of the skin,1979,Females,30–34,10,C43
Actual,Melanoma of the skin,1979,Females,35–39,10,C43
Actual,Melanoma of the skin,1979,Females,40–44,13,C43
Actual,Melanoma of the skin,1979,Females,45–49,14,C43
Actual,Melanoma of the skin,1979,Females,50–54,21,C43
Actual,Melanoma of the skin,1979,Females,55–59,25,C43
Actual,Melanoma of the skin,1979,Females,60–64,20,C43
Actual,Melanoma of the skin,1979,Females,65–69,23,C43
Actual,Melanoma of the skin,1979,Females,70–74,16,C43
Actual,Melanoma of the skin,1979,Females,75–79,13,C43
Actual,Melanoma of the skin,1979,Females,80–84,14,C43
Actual,Melanoma of the skin,1979,Females,85–89,9,C43
Actual,Melanoma of the skin,1979,Females,90+,5,C43
Actual,Melanoma of the skin,1979,Females,All ages combined,200,C43
Actual,Melanoma of the skin,1980,Females,00–04,0,C43
Actual,Melanoma of the skin,1980,Females,05–09,0,C43
Actual,Melanoma of the skin,1980,Females,10–14,0,C43
Actual,Melanoma of the skin,1980,Females,15–19,1,C43
Actual,Melanoma of the skin,1980,Females,20–24,2,C43
Actual,Melanoma of the skin,1980,Females,25–29,10,C43
Actual,Melanoma of the skin,1980,Females,30–34,8,C43
Actual,Melanoma of the skin,1980,Females,35–39,14,C43
Actual,Melanoma of the skin,1980,Females,40–44,8,C43
Actual,Melanoma of the skin,1980,Females,45–49,15,C43
Actual,Melanoma of the skin,1980,Females,50–54,17,C43
Actual,Melanoma of the skin,1980,Females,55–59,26,C43
Actual,Melanoma of the skin,1980,Females,60–64,22,C43
Actual,Melanoma of the skin,1980,Females,65–69,19,C43
Actual,Melanoma of the skin,1980,Females,70–74,20,C43
Actual,Melanoma of the skin,1980,Females,75–79,15,C43
Actual,Melanoma of the skin,1980,Females,80–84,15,C43
Actual,Melanoma of the skin,1980,Females,85–89,5,C43
Actual,Melanoma of the skin,1980,Females,90+,7,C43
Actual,Melanoma of the skin,1980,Females,All ages combined,204,C43
Actual,Melanoma of the skin,1981,Females,00–04,0,C43
Actual,Melanoma of the skin,1981,Females,05–09,0,C43
Actual,Melanoma of the skin,1981,Females,10–14,0,C43
Actual,Melanoma of the skin,1981,Females,15–19,1,C43
Actual,Melanoma of the skin,1981,Females,20–24,1,C43
Actual,Melanoma of the skin,1981,Females,25–29,5,C43
Actual,Melanoma of the skin,1981,Females,30–34,5,C43
Actual,Melanoma of the skin,1981,Females,35–39,16,C43
Actual,Melanoma of the skin,1981,Females,40–44,12,C43
Actual,Melanoma of the skin,1981,Females,45–49,9,C43
Actual,Melanoma of the skin,1981,Females,50–54,22,C43
Actual,Melanoma of the skin,1981,Females,55–59,23,C43
Actual,Melanoma of the skin,1981,Females,60–64,15,C43
Actual,Melanoma of the skin,1981,Females,65–69,25,C43
Actual,Melanoma of the skin,1981,Females,70–74,23,C43
Actual,Melanoma of the skin,1981,Females,75–79,19,C43
Actual,Melanoma of the skin,1981,Females,80–84,17,C43
Actual,Melanoma of the skin,1981,Females,85–89,13,C43
Actual,Melanoma of the skin,1981,Females,90+,1,C43
Actual,Melanoma of the skin,1981,Females,All ages combined,207,C43
Actual,Melanoma of the skin,1982,Females,00–04,0,C43
Actual,Melanoma of the skin,1982,Females,05–09,0,C43
Actual,Melanoma of the skin,1982,Females,10–14,0,C43
Actual,Melanoma of the skin,1982,Females,15–19,1,C43
Actual,Melanoma of the skin,1982,Females,20–24,3,C43
Actual,Melanoma of the skin,1982,Females,25–29,9,C43
Actual,Melanoma of the skin,1982,Females,30–34,11,C43
Actual,Melanoma of the skin,1982,Females,35–39,9,C43
Actual,Melanoma of the skin,1982,Females,40–44,13,C43
Actual,Melanoma of the skin,1982,Females,45–49,13,C43
Actual,Melanoma of the skin,1982,Females,50–54,20,C43
Actual,Melanoma of the skin,1982,Females,55–59,14,C43
Actual,Melanoma of the skin,1982,Females,60–64,17,C43
Actual,Melanoma of the skin,1982,Females,65–69,29,C43
Actual,Melanoma of the skin,1982,Females,70–74,29,C43
Actual,Melanoma of the skin,1982,Females,75–79,18,C43
Actual,Melanoma of the skin,1982,Females,80–84,13,C43
Actual,Melanoma of the skin,1982,Females,85–89,12,C43
Actual,Melanoma of the skin,1982,Females,90+,5,C43
Actual,Melanoma of the skin,1982,Females,All ages combined,216,C43
Actual,Melanoma of the skin,1983,Females,00–04,0,C43
Actual,Melanoma of the skin,1983,Females,05–09,0,C43
Actual,Melanoma of the skin,1983,Females,10–14,0,C43
Actual,Melanoma of the skin,1983,Females,15–19,2,C43
Actual,Melanoma of the skin,1983,Females,20–24,3,C43
Actual,Melanoma of the skin,1983,Females,25–29,9,C43
Actual,Melanoma of the skin,1983,Females,30–34,8,C43
Actual,Melanoma of the skin,1983,Females,35–39,8,C43
Actual,Melanoma of the skin,1983,Females,40–44,19,C43
Actual,Melanoma of the skin,1983,Females,45–49,23,C43
Actual,Melanoma of the skin,1983,Females,50–54,19,C43
Actual,Melanoma of the skin,1983,Females,55–59,29,C43
Actual,Melanoma of the skin,1983,Females,60–64,25,C43
Actual,Melanoma of the skin,1983,Females,65–69,28,C43
Actual,Melanoma of the skin,1983,Females,70–74,27,C43
Actual,Melanoma of the skin,1983,Females,75–79,27,C43
Actual,Melanoma of the skin,1983,Females,80–84,13,C43
Actual,Melanoma of the skin,1983,Females,85–89,15,C43
Actual,Melanoma of the skin,1983,Females,90+,6,C43
Actual,Melanoma of the skin,1983,Females,All ages combined,261,C43
Actual,Melanoma of the skin,1984,Females,00–04,0,C43
Actual,Melanoma of the skin,1984,Females,05–09,0,C43
Actual,Melanoma of the skin,1984,Females,10–14,0,C43
Actual,Melanoma of the skin,1984,Females,15–19,2,C43
Actual,Melanoma of the skin,1984,Females,20–24,2,C43
Actual,Melanoma of the skin,1984,Females,25–29,6,C43
Actual,Melanoma of the skin,1984,Females,30–34,11,C43
Actual,Melanoma of the skin,1984,Females,35–39,14,C43
Actual,Melanoma of the skin,1984,Females,40–44,16,C43
Actual,Melanoma of the skin,1984,Females,45–49,19,C43
Actual,Melanoma of the skin,1984,Females,50–54,13,C43
Actual,Melanoma of the skin,1984,Females,55–59,17,C43
Actual,Melanoma of the skin,1984,Females,60–64,27,C43
Actual,Melanoma of the skin,1984,Females,65–69,26,C43
Actual,Melanoma of the skin,1984,Females,70–74,32,C43
Actual,Melanoma of the skin,1984,Females,75–79,22,C43
Actual,Melanoma of the skin,1984,Females,80–84,20,C43
Actual,Melanoma of the skin,1984,Females,85–89,11,C43
Actual,Melanoma of the skin,1984,Females,90+,5,C43
Actual,Melanoma of the skin,1984,Females,All ages combined,243,C43
Actual,Melanoma of the skin,1985,Females,00–04,0,C43
Actual,Melanoma of the skin,1985,Females,05–09,0,C43
Actual,Melanoma of the skin,1985,Females,10–14,0,C43
Actual,Melanoma of the skin,1985,Females,15–19,2,C43
Actual,Melanoma of the skin,1985,Females,20–24,1,C43
Actual,Melanoma of the skin,1985,Females,25–29,8,C43
Actual,Melanoma of the skin,1985,Females,30–34,14,C43
Actual,Melanoma of the skin,1985,Females,35–39,15,C43
Actual,Melanoma of the skin,1985,Females,40–44,11,C43
Actual,Melanoma of the skin,1985,Females,45–49,21,C43
Actual,Melanoma of the skin,1985,Females,50–54,25,C43
Actual,Melanoma of the skin,1985,Females,55–59,30,C43
Actual,Melanoma of the skin,1985,Females,60–64,26,C43
Actual,Melanoma of the skin,1985,Females,65–69,26,C43
Actual,Melanoma of the skin,1985,Females,70–74,20,C43
Actual,Melanoma of the skin,1985,Females,75–79,22,C43
Actual,Melanoma of the skin,1985,Females,80–84,21,C43
Actual,Melanoma of the skin,1985,Females,85–89,12,C43
Actual,Melanoma of the skin,1985,Females,90+,15,C43
Actual,Melanoma of the skin,1985,Females,All ages combined,269,C43
Actual,Melanoma of the skin,1986,Females,00–04,1,C43
Actual,Melanoma of the skin,1986,Females,05–09,0,C43
Actual,Melanoma of the skin,1986,Females,10–14,0,C43
Actual,Melanoma of the skin,1986,Females,15–19,1,C43
Actual,Melanoma of the skin,1986,Females,20–24,1,C43
Actual,Melanoma of the skin,1986,Females,25–29,5,C43
Actual,Melanoma of the skin,1986,Females,30–34,11,C43
Actual,Melanoma of the skin,1986,Females,35–39,16,C43
Actual,Melanoma of the skin,1986,Females,40–44,18,C43
Actual,Melanoma of the skin,1986,Females,45–49,15,C43
Actual,Melanoma of the skin,1986,Females,50–54,19,C43
Actual,Melanoma of the skin,1986,Females,55–59,21,C43
Actual,Melanoma of the skin,1986,Females,60–64,30,C43
Actual,Melanoma of the skin,1986,Females,65–69,30,C43
Actual,Melanoma of the skin,1986,Females,70–74,36,C43
Actual,Melanoma of the skin,1986,Females,75–79,29,C43
Actual,Melanoma of the skin,1986,Females,80–84,19,C43
Actual,Melanoma of the skin,1986,Females,85–89,14,C43
Actual,Melanoma of the skin,1986,Females,90+,4,C43
Actual,Melanoma of the skin,1986,Females,All ages combined,270,C43
Actual,Melanoma of the skin,1987,Females,00–04,0,C43
Actual,Melanoma of the skin,1987,Females,05–09,0,C43
Actual,Melanoma of the skin,1987,Females,10–14,1,C43
Actual,Melanoma of the skin,1987,Females,15–19,1,C43
Actual,Melanoma of the skin,1987,Females,20–24,3,C43
Actual,Melanoma of the skin,1987,Females,25–29,8,C43
Actual,Melanoma of the skin,1987,Females,30–34,9,C43
Actual,Melanoma of the skin,1987,Females,35–39,19,C43
Actual,Melanoma of the skin,1987,Females,40–44,19,C43
Actual,Melanoma of the skin,1987,Females,45–49,19,C43
Actual,Melanoma of the skin,1987,Females,50–54,25,C43
Actual,Melanoma of the skin,1987,Females,55–59,14,C43
Actual,Melanoma of the skin,1987,Females,60–64,27,C43
Actual,Melanoma of the skin,1987,Females,65–69,23,C43
Actual,Melanoma of the skin,1987,Females,70–74,33,C43
Actual,Melanoma of the skin,1987,Females,75–79,30,C43
Actual,Melanoma of the skin,1987,Females,80–84,24,C43
Actual,Melanoma of the skin,1987,Females,85–89,14,C43
Actual,Melanoma of the skin,1987,Females,90+,12,C43
Actual,Melanoma of the skin,1987,Females,All ages combined,281,C43
Actual,Melanoma of the skin,1988,Females,00–04,0,C43
Actual,Melanoma of the skin,1988,Females,05–09,0,C43
Actual,Melanoma of the skin,1988,Females,10–14,1,C43
Actual,Melanoma of the skin,1988,Females,15–19,0,C43
Actual,Melanoma of the skin,1988,Females,20–24,4,C43
Actual,Melanoma of the skin,1988,Females,25–29,7,C43
Actual,Melanoma of the skin,1988,Females,30–34,11,C43
Actual,Melanoma of the skin,1988,Females,35–39,22,C43
Actual,Melanoma of the skin,1988,Females,40–44,15,C43
Actual,Melanoma of the skin,1988,Females,45–49,14,C43
Actual,Melanoma of the skin,1988,Females,50–54,15,C43
Actual,Melanoma of the skin,1988,Females,55–59,21,C43
Actual,Melanoma of the skin,1988,Females,60–64,26,C43
Actual,Melanoma of the skin,1988,Females,65–69,34,C43
Actual,Melanoma of the skin,1988,Females,70–74,36,C43
Actual,Melanoma of the skin,1988,Females,75–79,36,C43
Actual,Melanoma of the skin,1988,Females,80–84,28,C43
Actual,Melanoma of the skin,1988,Females,85–89,17,C43
Actual,Melanoma of the skin,1988,Females,90+,6,C43
Actual,Melanoma of the skin,1988,Females,All ages combined,293,C43
Actual,Melanoma of the skin,1989,Females,00–04,0,C43
Actual,Melanoma of the skin,1989,Females,05–09,0,C43
Actual,Melanoma of the skin,1989,Females,10–14,0,C43
Actual,Melanoma of the skin,1989,Females,15–19,2,C43
Actual,Melanoma of the skin,1989,Females,20–24,2,C43
Actual,Melanoma of the skin,1989,Females,25–29,3,C43
Actual,Melanoma of the skin,1989,Females,30–34,8,C43
Actual,Melanoma of the skin,1989,Females,35–39,12,C43
Actual,Melanoma of the skin,1989,Females,40–44,22,C43
Actual,Melanoma of the skin,1989,Females,45–49,24,C43
Actual,Melanoma of the skin,1989,Females,50–54,18,C43
Actual,Melanoma of the skin,1989,Females,55–59,22,C43
Actual,Melanoma of the skin,1989,Females,60–64,27,C43
Actual,Melanoma of the skin,1989,Females,65–69,25,C43
Actual,Melanoma of the skin,1989,Females,70–74,26,C43
Actual,Melanoma of the skin,1989,Females,75–79,42,C43
Actual,Melanoma of the skin,1989,Females,80–84,26,C43
Actual,Melanoma of the skin,1989,Females,85–89,15,C43
Actual,Melanoma of the skin,1989,Females,90+,7,C43
Actual,Melanoma of the skin,1989,Females,All ages combined,281,C43
Actual,Melanoma of the skin,1990,Females,00–04,0,C43
Actual,Melanoma of the skin,1990,Females,05–09,0,C43
Actual,Melanoma of the skin,1990,Females,10–14,1,C43
Actual,Melanoma of the skin,1990,Females,15–19,0,C43
Actual,Melanoma of the skin,1990,Females,20–24,3,C43
Actual,Melanoma of the skin,1990,Females,25–29,9,C43
Actual,Melanoma of the skin,1990,Females,30–34,10,C43
Actual,Melanoma of the skin,1990,Females,35–39,20,C43
Actual,Melanoma of the skin,1990,Females,40–44,25,C43
Actual,Melanoma of the skin,1990,Females,45–49,16,C43
Actual,Melanoma of the skin,1990,Females,50–54,17,C43
Actual,Melanoma of the skin,1990,Females,55–59,18,C43
Actual,Melanoma of the skin,1990,Females,60–64,33,C43
Actual,Melanoma of the skin,1990,Females,65–69,27,C43
Actual,Melanoma of the skin,1990,Females,70–74,43,C43
Actual,Melanoma of the skin,1990,Females,75–79,40,C43
Actual,Melanoma of the skin,1990,Females,80–84,24,C43
Actual,Melanoma of the skin,1990,Females,85–89,21,C43
Actual,Melanoma of the skin,1990,Females,90+,10,C43
Actual,Melanoma of the skin,1990,Females,All ages combined,317,C43
Actual,Melanoma of the skin,1991,Females,00–04,0,C43
Actual,Melanoma of the skin,1991,Females,05–09,0,C43
Actual,Melanoma of the skin,1991,Females,10–14,1,C43
Actual,Melanoma of the skin,1991,Females,15–19,1,C43
Actual,Melanoma of the skin,1991,Females,20–24,1,C43
Actual,Melanoma of the skin,1991,Females,25–29,4,C43
Actual,Melanoma of the skin,1991,Females,30–34,11,C43
Actual,Melanoma of the skin,1991,Females,35–39,13,C43
Actual,Melanoma of the skin,1991,Females,40–44,13,C43
Actual,Melanoma of the skin,1991,Females,45–49,22,C43
Actual,Melanoma of the skin,1991,Females,50–54,18,C43
Actual,Melanoma of the skin,1991,Females,55–59,29,C43
Actual,Melanoma of the skin,1991,Females,60–64,40,C43
Actual,Melanoma of the skin,1991,Females,65–69,21,C43
Actual,Melanoma of the skin,1991,Females,70–74,37,C43
Actual,Melanoma of the skin,1991,Females,75–79,24,C43
Actual,Melanoma of the skin,1991,Females,80–84,28,C43
Actual,Melanoma of the skin,1991,Females,85–89,17,C43
Actual,Melanoma of the skin,1991,Females,90+,12,C43
Actual,Melanoma of the skin,1991,Females,All ages combined,292,C43
Actual,Melanoma of the skin,1992,Females,00–04,0,C43
Actual,Melanoma of the skin,1992,Females,05–09,0,C43
Actual,Melanoma of the skin,1992,Females,10–14,0,C43
Actual,Melanoma of the skin,1992,Females,15–19,2,C43
Actual,Melanoma of the skin,1992,Females,20–24,3,C43
Actual,Melanoma of the skin,1992,Females,25–29,5,C43
Actual,Melanoma of the skin,1992,Females,30–34,14,C43
Actual,Melanoma of the skin,1992,Females,35–39,11,C43
Actual,Melanoma of the skin,1992,Females,40–44,31,C43
Actual,Melanoma of the skin,1992,Females,45–49,24,C43
Actual,Melanoma of the skin,1992,Females,50–54,24,C43
Actual,Melanoma of the skin,1992,Females,55–59,17,C43
